Customer_ID,Customer_Name,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CB-12535,Claudia Bergmann,43,27,18108.67284,3,4,5,12,Champions
AD-10180,Alan Dominguez,30,27,17858.5048,3,4,5,12,Champions
IM-15070,Irene Maddox,41,27,17854.10112,3,4,5,12,Champions
SC-20305,Sean Christensen,30,26,17696.722,3,4,5,12,Champions
BS-11665,Brian Stugart,30,24,17468.881,3,4,5,12,Champions
EH-14125,Eugene Hildebrand,103,31,17408.31362,2,5,5,12,Champions
EM-14200,Evan Minnotte,42,23,17087.77766,3,4,5,12,Champions
JK-15325,Jason Klamczynski,78,28,17000.84332,2,5,5,12,Champions
VP-21760,Victoria Pisteka,76,28,16935.5635,2,5,5,12,Champions
CD-12280,Christina DeMoss,42,24,16779.54838,3,4,5,12,Champions
CS-12175,Charles Sheldon,61,29,16706.0963,2,5,5,12,Champions
TB-21175,Thomas Boland,40,27,16573.5984,3,4,5,12,Champions
EG-13900,Emily Grady,23,21,16562.35068,4,3,5,12,Champions
BE-11410,Bobby Elias,85,30,16552.06996,2,5,5,12,Champions
KN-16450,Kean Nguyen,38,26,16294.6981,3,4,5,12,Champions
ES-14080,Erin Smith,29,24,16236.0058,3,4,5,12,Champions
LR-17035,Lisa Ryan,46,26,16118.9722,3,4,5,12,Champions
DB-13405,Denny Blanton,29,26,16083.95666,3,4,5,12,Champions
PF-19165,Philip Fox,92,36,16018.8427,2,5,5,12,Champions
AP-10915,Arthur Prichep,77,32,15877.8603,2,5,5,12,Champions
BB-11545,Brenda Bowman,29,26,15797.57188,3,4,5,12,Champions
SS-20410,Shahid Shariari,34,27,15759.48198,3,4,5,12,Champions
SA-20830,Sue Ann Reed,64,30,15622.37866,2,5,5,12,Champions
JM-15250,Janet Martin,36,24,15594.46182,3,4,5,12,Champions
SO-20335,Sean O'Donnell,30,27,15534.94692,3,4,5,12,Champions
RA-19885,Ruben Ausman,44,23,15435.49908,3,4,5,12,Champions
AG-10495,Andrew Gjertsen,79,29,15380.31006,2,5,5,12,Champions
DO-13435,Denny Ordway,65,32,15280.8855,2,5,5,12,Champions
AJ-10780,Anthony Jacobs,49,25,15186.0672,3,4,5,12,Champions
BM-11650,Brian Moss,34,24,14920.99608,3,4,5,12,Champions
SV-20815,Stuart Van,35,24,14575.50118,3,4,5,12,Champions
AO-10810,Anthony O'Donnell,37,27,14537.7966,3,4,5,12,Champions
CM-11815,Candace McMahon,41,23,14362.8004,3,4,5,12,Champions
JS-15685,Jim Sink,41,26,14338.5195,3,4,5,12,Champions
PL-18925,Paul Lucas,16,20,14256.7186,4,3,5,12,Champions
BT-11680,Brian Thompson,19,22,14087.7631,4,4,4,12,Champions
AA-10315,Alex Avila,9,19,13747.413,5,3,4,12,Champions
DG-13300,Deirdre Greer,31,28,13731.428,3,5,4,12,Champions
VM-21685,Valerie Mitchum,33,32,13708.12232,3,5,4,12,Champions
TB-21055,Ted Butterfield,36,29,13671.71072,3,5,4,12,Champions
AT-10435,Alyssa Tate,13,24,13654.3055,4,4,4,12,Champions
SW-20245,Scot Wooten,13,26,13576.68382,4,4,4,12,Champions
RD-19900,Ruben Dartt,33,29,13485.748,3,5,4,12,Champions
MZ-17515,Mary Zewe,24,25,13383.976840000001,4,4,4,12,Champions
LD-16855,Lela Donovan,43,30,13361.93258,3,5,4,12,Champions
MS-17530,MaryBeth Skach,16,25,13335.04236,4,4,4,12,Champions
BK-11260,Berenike Kampe,27,27,13294.68736,4,4,4,12,Champions
TB-21625,Trudy Brown,31,31,13266.1971,3,5,4,12,Champions
AW-10840,Anthony Witt,17,25,13200.25552,4,4,4,12,Champions
DN-13690,Duane Noonan,20,24,13098.338,4,4,4,12,Champions
BD-11500,Bradley Drucker,20,27,13089.8495,4,4,4,12,Champions
DA-13450,Dianna Arnett,14,25,13035.368260000001,4,4,4,12,Champions
BF-11215,Benjamin Farhat,27,27,12968.9385,4,4,4,12,Champions
SB-20170,Sarah Bern,3,15,12950.934,5,3,4,12,Champions
GG-14650,Greg Guthrie,34,28,12902.96276,3,5,4,12,Champions
PM-18940,Paul MacIntyre,22,23,12893.5944,4,4,4,12,Champions
MN-17935,Michael Nguyen,9,21,12870.93412,5,3,4,12,Champions
LF-17185,Luke Foster,23,22,12864.7205,4,4,4,12,Champions
SR-20425,Sharelle Roach,9,19,12721.24894,5,3,4,12,Champions
CB-12415,Christy Brittain,27,23,12705.54736,4,4,4,12,Champions
DJ-13630,Doug Jacobs,13,27,12560.130000000001,4,4,4,12,Champions
CJ-11875,Carl Jackson,14,23,12538.83296,4,4,4,12,Champions
JH-15910,Jonathan Howell,42,32,12532.7177,3,5,4,12,Champions
GA-14515,George Ashbrook,23,24,12488.67232,4,4,4,12,Champions
EB-13705,Ed Braxton,49,30,12382.284099999999,3,5,4,12,Champions
BO-11425,Bobby Odegard,6,21,12356.58552,5,3,4,12,Champions
NM-18520,Neoma Murray,20,27,12328.606,4,4,4,12,Champions
JB-15925,Joni Blumstein,10,19,12325.28696,5,3,4,12,Champions
DO-13645,Doug O'Connell,27,25,12083.48092,4,4,4,12,Champions
PB-18805,Patrick Bzostek,9,19,12075.39774,5,3,4,12,Champions
KL-16555,Kelly Lampkin,16,26,12064.3877,4,4,4,12,Champions
VF-21715,Vicky Freymann,14,24,12000.133,4,4,4,12,Champions
CM-12445,Chuck Magee,16,25,11971.70808,4,4,4,12,Champions
Dl-13600,Dorris liebe,6,20,11912.7634,5,3,4,12,Champions
BW-11200,Ben Wallace,41,29,11862.36908,3,5,4,12,Champions
MS-17830,Melanie Seite,24,26,11783.3973,4,4,4,12,Champions
MC-17275,Marc Crier,45,34,11680.0495,3,5,4,12,Champions
VP-21730,Victor Preis,31,29,11629.269,3,5,4,12,Champions
RH-19510,Rick Huthwaite,21,25,11599.392960000001,4,4,4,12,Champions
NK-18490,Neil Knudson,27,24,11483.193,4,4,4,12,Champions
MC-18100,Mick Crebagga,42,33,11353.7466,3,5,4,12,Champions
LL-16840,Lauren Leatherbury,27,26,11287.78406,4,4,4,12,Champions
SG-20890,Susan Gilcrest,17,22,11260.30386,4,4,4,12,Champions
RW-19690,Robert Waldorf,16,25,11200.142,4,4,4,12,Champions
MM-18055,Michelle Moray,16,25,11163.587,4,4,4,12,Champions
RM-19675,Robert Marley,5,19,11151.9605,5,3,4,12,Champions
AJ-10945,Ashley Jarboe,29,29,11087.024,3,5,4,12,Champions
RP-19855,Roy Phan,22,27,11043.0844,4,4,4,12,Champions
CS-12130,Chad Sievert,12,22,10981.231,4,4,4,12,Champions
RB-19570,Rob Beeghly,21,25,10961.631,4,4,4,12,Champions
SK-19990,Sally Knutson,9,19,10932.97152,5,3,4,12,Champions
ND-18370,Natalie DeCherney,13,23,10913.15082,4,4,4,12,Champions
EM-14095,Eudokia Martin,9,17,10889.6997,5,3,4,12,Champions
BS-11800,Bryan Spruell,10,21,10887.2118,5,3,4,12,Champions
SG-20080,Sandra Glassco,4,17,10774.5034,5,3,4,12,Champions
GB-14575,Giulietta Baptist,14,24,10748.99238,4,4,4,12,Champions
BG-11695,Brooke Gillingham,10,19,10723.32038,5,3,4,12,Champions
PC-18745,Pamela Coakley,3,21,10693.49644,5,3,4,12,Champions
CA-12055,Cathy Armstrong,14,22,10691.028,4,4,4,12,Champions
FH-14350,Fred Harton,2,20,10654.52882,5,3,4,12,Champions
NL-18310,Nancy Lomonaco,26,25,10587.3308,4,4,4,12,Champions
MV-17485,Mark Van Huff,17,27,10563.3673,4,4,4,12,Champions
SJ-20125,Sanjit Jacobs,33,30,10562.092,3,5,4,12,Champions
NF-18595,Nicole Fjeld,12,22,10535.301519999999,4,4,4,12,Champions
LW-17215,Luke Weiss,22,24,10529.49144,4,4,4,12,Champions
LE-16810,Laurel Elliston,15,24,10429.2537,4,4,4,12,Champions
IG-15085,Ivan Gibson,14,25,10383.13098,4,4,4,12,Champions
SP-20650,Stephanie Phelps,21,24,10377.86844,4,4,4,12,Champions
JD-15790,John Dryer,16,24,10267.74976,4,4,4,12,Champions
DF-13135,David Flashing,10,18,10240.3839,5,3,4,12,Champions
BF-11020,Barry Französisch,16,24,10201.2813,4,4,4,12,Champions
JP-16135,Julie Prescott,44,34,10163.5086,3,5,4,12,Champions
DE-13255,Deanra Eno,20,22,10085.789999999999,4,4,4,12,Champions
DB-13615,Doug Bickford,28,28,10031.4568,3,5,4,12,Champions
PM-19135,Peter McVee,13,22,9857.6599,4,4,4,12,Champions
HF-14995,Herbert Flentye,15,28,9712.8699,4,5,3,12,Champions
DW-13195,David Wiener,7,26,9689.3171,5,4,3,12,Champions
BF-11275,Beth Fritzler,7,23,9578.59864,5,4,3,12,Champions
TN-21040,Tanja Norvell,23,29,9410.26404,4,5,3,12,Champions
SC-20260,Scott Cohen,1,26,9366.1924,5,4,3,12,Champions
KW-16570,Kelly Williams,23,34,9256.0553,4,5,3,12,Champions
BB-10990,Barry Blumstein,15,30,9064.5327,4,5,3,12,Champions
AS-10240,Alan Shonely,13,31,9006.66636,4,5,3,12,Champions
GA-14725,Guy Armstrong,3,24,8817.5455,5,4,3,12,Champions
PT-19090,Pete Takahito,7,25,8370.783,5,4,3,12,Champions
MH-17440,Mark Haberlin,9,25,7945.0458,5,4,3,12,Champions
SC-20440,Shaun Chance,10,25,7677.43526,5,4,3,12,Champions
SU-20665,Stephanie Ulpright,5,23,7442.46,5,4,3,12,Champions
CC-12220,Chris Cortes,21,32,7308.7328,4,5,3,12,Champions
KH-16630,Ken Heidel,9,27,7220.70456,5,4,3,12,Champions
PW-19240,Pierre Wener,2,24,7186.1398,5,4,3,12,Champions
RD-19810,Ross DeVincentis,15,30,7091.09996,4,5,3,12,Champions
TD-20995,Tamara Dahlen,1,25,6924.1875,5,4,3,12,Champions
TS-21160,Theresa Swint,9,22,6805.942,5,4,3,12,Champions
SW-20455,Shaun Weien,8,22,6038.0162,5,4,3,12,Champions
AA-10375,Allen Armold,7,23,5884.195,5,4,3,12,Champions
HL-15040,Hunter Lopez,31,20,29664.23058,3,3,5,11,Champions
JF-15295,Jason Fortune-,57,24,20382.2503,2,4,5,11,Champions
NZ-18565,Nick Zandusky,86,26,19941.69812,2,4,5,11,Champions
MR-17545,Mathew Reese,98,23,19246.7123,2,4,5,11,Champions
CA-12775,Cynthia Arntzen,94,26,18350.464,2,4,5,11,Champions
FW-14395,Fred Wasserman,64,26,16972.7481,2,4,5,11,Champions
KB-16585,Ken Black,94,27,16385.749499999998,2,4,5,11,Champions
DW-13480,Dianna Wilson,66,23,16336.8556,2,4,5,11,Champions
HA-14905,Helen Abelman,70,24,15826.81444,2,4,5,11,Champions
AP-10720,Anne Pryor,42,20,15362.0613,3,3,5,11,Champions
KF-16285,Karen Ferguson,38,21,15164.8685,3,3,5,11,Champions
RL-19615,Rob Lucas,121,23,14866.82448,2,4,5,11,Champions
VD-21670,Valerie Dominguez,37,21,14754.8714,3,3,5,11,Champions
ML-18265,Muhammed Lee,101,26,14674.00116,2,4,5,11,Champions
GM-14695,Greg Maxwell,48,19,14564.942000000001,3,3,5,11,Champions
CR-12820,Cyra Reiten,61,24,14470.55056,2,4,5,11,Champions
CM-12655,Corinna Mitchell,28,18,14188.72268,3,3,5,11,Champions
AR-10345,Alex Russell,30,26,14165.796199999999,3,4,4,11,Champions
LH-17155,Logan Haushalter,76,29,14063.4898,2,5,4,11,Champions
RS-19420,Ricardo Sperren,77,28,14047.14948,2,5,4,11,Champions
KM-16720,Kunst Miller,29,23,14041.02,3,4,4,11,Champions
NP-18700,Nora Preis,29,27,14036.4335,3,4,4,11,Champions
TW-21025,Tamara Willingham,42,27,13931.8966,3,4,4,11,Champions
CY-12745,Craig Yedwab,61,31,13928.4683,2,5,4,11,Champions
TM-21490,Tony Molinari,41,27,13908.8563,3,4,4,11,Champions
HK-14890,Heather Kirkland,44,27,13886.4431,3,4,4,11,Champions
DP-13000,Darren Powers,62,31,13882.7624,2,5,4,11,Champions
BT-11530,Bradley Talbott,34,25,13808.318,3,4,4,11,Champions
MH-17290,Marc Harrigan,38,25,13718.69666,3,4,4,11,Champions
CT-11995,Carol Triggs,29,27,13715.79704,3,4,4,11,Champions
BP-11155,Becky Pak,33,24,13696.143460000001,3,4,4,11,Champions
EB-14110,Eugene Barchas,36,24,13665.4673,3,4,4,11,Champions
RS-19765,Roland Schwarz,37,25,13582.12128,3,4,4,11,Champions
SH-20635,Stefanie Holloman,31,25,13546.7458,3,4,4,11,Champions
TH-21115,Thea Hudgings,44,25,13483.62368,3,4,4,11,Champions
MF-17665,Maureen Fritzler,52,29,13366.53134,2,5,4,11,Champions
JR-15670,Jim Radford,13,20,13338.0916,4,3,4,11,Champions
TT-21220,Thomas Thornton,38,22,13224.56416,3,4,4,11,Champions
JE-15610,Jim Epp,43,26,13192.6924,3,4,4,11,Champions
DW-13540,Don Weiss,13,20,13166.414999999999,4,3,4,11,Champions
AB-10150,Aimee Bixby,36,24,13057.294600000001,3,4,4,11,Champions
LT-17110,Liz Thompson,35,26,12986.77316,3,4,4,11,Champions
EH-14185,Evan Henry,68,29,12800.51382,2,5,4,11,Champions
MG-17650,Matthew Grinstein,20,21,12717.26968,4,3,4,11,Champions
SN-20710,Steve Nguyen,45,24,12703.94056,3,4,4,11,Champions
JR-16210,Justin Ritter,19,21,12589.959,4,3,4,11,Champions
BP-11230,Benjamin Patterson,40,23,12573.6136,3,4,4,11,Champions
EJ-14155,Eva Jacobs,28,23,12324.8446,3,4,4,11,Champions
EM-14065,Erin Mull,17,17,12108.30958,4,3,4,11,Champions
RR-19315,Ralph Ritter,20,21,11765.04038,4,3,4,11,Champions
MH-18025,Michelle Huthwaite,21,19,11753.7025,4,3,4,11,Champions
LC-16930,Linda Cazamias,42,26,11660.69496,3,4,4,11,Champions
GB-14530,George Bell,34,25,11657.753,3,4,4,11,Champions
DB-13660,Duane Benoit,13,20,11397.064840000001,4,3,4,11,Champions
EA-14035,Erin Ashbrook,94,31,11387.06772,2,5,4,11,Champions
CM-12235,Chris McAfee,43,22,11377.591,3,4,4,11,Champions
BS-11590,Brendan Sweed,36,23,11358.58602,3,4,4,11,Champions
BT-11395,Bill Tyler,29,24,11347.529,3,4,4,11,Champions
SC-20800,Stuart Calhoun,31,24,11321.2786,3,4,4,11,Champions
XP-21865,Xylona Preis,44,27,11187.1526,3,4,4,11,Champions
DL-12865,Dan Lawera,58,34,11185.7181,2,5,4,11,Champions
HR-14770,Hallie Redmond,14,18,11126.929,4,3,4,11,Champions
JC-16105,Julie Creighton,58,28,11079.10488,2,5,4,11,Champions
MH-17620,Matt Hagelstein,24,20,11038.31378,4,3,4,11,Champions
TP-21415,Tom Prescott,49,22,10926.72382,3,4,4,11,Champions
JP-15460,Jennifer Patt,37,26,10916.36982,3,4,4,11,Champions
FC-14245,Frank Carlisle,43,23,10867.8088,3,4,4,11,Champions
LS-17245,Lynn Smith,35,24,10758.988000000001,3,4,4,11,Champions
SG-20470,Sheri Gordon,91,28,10730.2773,2,5,4,11,Champions
RE-19450,Richard Eichhorn,24,18,10660.48524,4,3,4,11,Champions
AG-10270,Alejandro Grove,41,25,10637.40422,3,4,4,11,Champions
ME-18010,Michelle Ellison,43,27,10547.63192,3,4,4,11,Champions
GM-14455,Gary Mitchum,17,17,10523.649,4,3,4,11,Champions
JS-15880,John Stevenson,12,20,10443.1001,4,3,4,11,Champions
BM-11575,Brendan Murry,35,25,10351.33308,3,4,4,11,Champions
BT-11305,Beth Thompson,29,24,10321.82,3,4,4,11,Champions
MO-17500,Mary O'Rourke,37,24,10314.4082,3,4,4,11,Champions
AW-10930,Arthur Wiediger,36,22,10230.95856,3,4,4,11,Champions
BD-11770,Bryan Davis,36,26,10168.32526,3,4,4,11,Champions
BF-11080,Bart Folk,26,21,10134.5617,4,3,4,11,Champions
SG-20605,Speros Goranitis,76,32,10128.53856,2,5,4,11,Champions
MK-18160,Mike Kennedy,23,20,10043.3188,4,3,4,11,Champions
MA-17995,Michelle Arnett,43,22,10006.45034,3,4,4,11,Champions
LW-16825,Laurel Workman,23,20,9990.855239999999,4,3,4,11,Champions
VB-21745,Victoria Brennan,13,21,9961.05,4,3,4,11,Champions
AG-10765,Anthony Garverick,29,27,9824.7795,3,4,4,11,Champions
CV-12805,Cynthia Voltz,5,20,9764.1306,5,3,3,11,Champions
HA-14920,Helen Andreada,21,25,9740.3981,4,4,3,11,Champions
SC-20575,Sonia Cooley,28,33,9685.4243,3,5,3,11,Champions
NB-18655,Nona Balk,20,22,9647.2046,4,4,3,11,Champions
JR-15700,Jocasta Rupert,8,18,9568.31976,5,3,3,11,Champions
TS-21430,Tom Stivers,20,22,9532.9166,4,4,3,11,Champions
ZD-21925,Zuschuss Donatelli,2,20,9479.3444,5,3,3,11,Champions
AR-10570,Anemone Ratner,3,18,9445.64932,5,3,3,11,Champions
BD-11560,Brendan Dodson,8,19,9356.77974,5,3,3,11,Champions
JS-15595,Jill Stevenson,6,18,9334.6385,5,3,3,11,Champions
DC-12850,Dan Campbell,38,29,9307.3655,3,5,3,11,Champions
PJ-19015,Pauline Johnson,20,22,9230.87916,4,4,3,11,Champions
AH-10585,Angele Hood,22,22,9125.8911,4,4,3,11,Champions
LW-16990,Lindsay Williams,24,23,9111.8495,4,4,3,11,Champions
RH-19555,Ritsa Hightower,8,21,8944.311,5,3,3,11,Champions
BT-11485,Brad Thomas,31,29,8878.05054,3,5,3,11,Champions
ML-18040,Michelle Lonsdale,8,19,8677.599,5,3,3,11,Champions
LS-16975,Lindsay Shagiari,21,22,8646.9157,4,4,3,11,Champions
AI-10855,Arianne Irving,14,22,8358.6023,4,4,3,11,Champions
AR-10540,Andy Reiter,7,15,7983.9505,5,3,3,11,Champions
LH-16750,Larry Hughes,13,22,7945.0902,4,4,3,11,Champions
RC-19960,Ryan Crowe,23,22,7897.8691,4,4,3,11,Champions
ME-17725,Max Engle,29,28,7839.8866,3,5,3,11,Champions
KM-16225,Kalyca Meade,1,18,7754.5516,5,3,3,11,Champions
SV-10815,Stuart Van,9,9,7728.912,5,3,3,11,Champions
SS-20515,Shirley Schmidt,1,19,7480.62162,5,3,3,11,Champions
JF-15355,Jay Fein,14,22,7343.566,4,4,3,11,Champions
TB-11250,Tim Brockman,2,15,7270.836,5,3,3,11,Champions
MM-18280,Muhammed MacIntyre,13,25,7134.304,4,4,3,11,Champions
CC-2370,Christopher Conant,7,9,6957.225,5,3,3,11,Champions
DB-13360,Dennis Bolton,48,28,6919.81436,3,5,3,11,Champions
EB-14170,Evan Bailliet,20,23,6736.4391,4,4,3,11,Champions
AC-10660,Anna Chung,3,21,6255.61908,5,3,3,11,Champions
IG-5085,Ivan Gibson,2,12,5766.243,5,3,3,11,Champions
DB-13120,David Bremer,6,16,5602.59462,5,3,3,11,Champions
BP-11050,Barry Pond,6,21,5403.78676,5,3,3,11,Champions
TT-21265,Tim Taslimi,2,20,4730.638,5,3,3,11,Champions
RH-19600,Rob Haberlin,7,21,4629.69556,5,3,3,11,Champions
MO-17950,Michael Oakman,7,14,4527.392,5,3,3,11,Champions
JS-15940,Joni Sundaresam,6,15,3874.766,5,3,3,11,Champions
NF-8385,Natalie Fritzler,2,11,3736.899,5,3,3,11,Champions
LA-6780,Laura Armstrong,2,12,3589.44,5,3,3,11,Champions
GT-14635,Grant Thornton,57,20,19080.34784,2,3,5,10,Champions
PO-19180,Philisse Overcash,161,24,16753.1715,1,4,5,10,Champions
NW-18400,Natalie Webber,173,26,15326.833059999999,1,4,5,10,Champions
GH-14485,Gene Hale,52,21,14692.6742,2,3,5,10,Champions
CP-12085,Cathy Prescott,70,23,14183.8819,2,4,4,10,Champions
TM-21010,Tamara Manning,65,27,14158.9626,2,4,4,10,Champions
DH-13075,Dave Hallsten,76,25,14128.6781,2,4,4,10,Champions
EM-13825,Elizabeth Moffitt,56,26,14128.078160000001,2,4,4,10,Champions
MT-17815,Meg Tillman,50,27,13845.5188,2,4,4,10,Champions
HH-15010,Hilary Holden,55,24,13731.73782,2,4,4,10,Champions
PJ-18835,Patrick Jones,40,19,13639.502,3,3,4,10,Champions
EM-13810,Eleni McCrary,79,23,13549.72804,2,4,4,10,Champions
CG-12520,Claire Gute,29,18,13545.47002,3,3,4,10,Champions
RK-19300,Ralph Kennedy,86,26,13480.92458,2,4,4,10,Champions
CD-12790,Cynthia Delaney,77,25,13468.1145,2,4,4,10,Champions
RF-19345,Randy Ferguson,65,27,13391.2718,2,4,4,10,Champions
AB-10600,Ann Blume,51,22,13318.6631,2,4,4,10,Champions
JK-16120,Julie Kriz,98,26,13134.71664,2,4,4,10,Champions
AG-10675,Anna Gayman,48,21,13023.836000000001,3,3,4,10,Champions
MC-17605,Matt Connell,50,26,13019.2019,2,4,4,10,Champions
SP-20860,Sung Pak,55,26,12994.59246,2,4,4,10,Champions
DV-13465,Dianna Vittorini,30,20,12910.87688,3,3,4,10,Champions
SN-20560,Skye Norling,72,25,12738.710000000001,2,4,4,10,Champions
AH-10195,Alan Haines,50,25,12628.19178,2,4,4,10,Champions
KD-16615,Ken Dana,76,24,12348.44362,2,4,4,10,Champions
CC-12145,Charles Crestani,83,24,12190.6666,2,4,4,10,Champions
RE-19405,Ricardo Emerson,29,21,12073.09218,3,3,4,10,Champions
IL-15100,Ivan Liston,117,25,11802.69376,2,4,4,10,Champions
DS-13030,Darrin Sayre,94,26,11644.2965,2,4,4,10,Champions
GZ-14545,George Zrebassa,77,24,11593.7308,2,4,4,10,Champions
CS-12505,Cindy Stewart,28,16,11535.2464,3,3,4,10,Champions
CC-12100,Chad Cunningham,52,25,11500.12324,2,4,4,10,Champions
LD-17005,Lisa DeCherney,50,27,11461.65464,2,4,4,10,Champions
KD-16345,Katherine Ducich,42,15,11157.0404,3,3,4,10,Champions
JK-15205,Jamie Kunitz,62,24,10917.0012,2,4,4,10,Champions
MA-17560,Matt Abelman,65,24,10813.79188,2,4,4,10,Champions
EL-13735,Ed Ludwig,54,23,10515.862000000001,2,4,4,10,Champions
TZ-21580,Tracy Zic,36,19,10455.5278,3,3,4,10,Champions
JO-15145,Jack O'Briant,58,23,10440.976,2,4,4,10,Champions
LS-16945,Linda Southworth,28,20,10420.11776,3,3,4,10,Champions
TB-21280,Toby Braunhardt,58,26,10127.01266,2,4,4,10,Champions
MC-17590,Matt Collister,52,25,10118.84168,2,4,4,10,Champions
MH-17455,Mark Hamilton,55,27,9974.27472,2,4,4,10,Champions
CK-12325,Christine Kargatis,62,27,9927.89832,2,4,4,10,Champions
AH-10120,Adrian Hane,61,22,9927.83588,2,4,4,10,Champions
VG-21790,Vivek Gonzalez,111,27,9908.6065,2,4,4,10,Champions
LC-16870,Lena Cacioppo,28,21,9859.89236,3,3,4,10,Champions
HZ-14950,Henia Zydlo,36,22,9656.4048,3,4,3,10,Champions
EB-13930,Eric Barreto,20,18,9533.9519,4,3,3,10,Champions
PC-19000,Pauline Chand,22,18,9474.0653,4,3,3,10,Champions
DB-13555,Dorothy Badders,37,22,9415.2204,3,4,3,10,Champions
KC-16255,Karen Carlisle,45,27,9321.9643,3,4,3,10,Champions
RD-19930,Russell D'Ascenzo,43,22,9293.58832,3,4,3,10,Champions
RB-19705,Roger Barcio,17,16,9288.0836,4,3,3,10,Champions
EH-13990,Erica Hackney,45,26,8807.0846,3,4,3,10,Champions
DD-13570,Dorothy Dickinson,42,24,8741.4648,3,4,3,10,Champions
CR-12580,Clay Rozendal,23,20,8700.3125,4,3,3,10,Champions
JD-16015,Joy Daniels,49,24,8690.6293,3,4,3,10,Champions
JL-15505,Jeremy Lonsdale,31,22,8631.695,3,4,3,10,Champions
MS-17710,Maurice Satty,30,26,8500.63026,3,4,3,10,Champions
JL-15850,John Lucas,45,22,8497.68,3,4,3,10,Champions
AG-10525,Andy Gerbode,13,20,8468.963,4,3,3,10,Champions
TB-21595,Troy Blackwell,29,26,8437.989,3,4,3,10,Champions
JE-16165,Justin Ellison,21,20,8352.71836,4,3,3,10,Champions
BF-10975,Barbara Fisher,36,22,8104.7792,3,4,3,10,Champions
CC-12550,Clay Cheatham,28,25,7908.65034,3,4,3,10,Champions
DH-13675,Duane Huffman,22,17,7817.3085,4,3,3,10,Champions
LP-17080,Liz Pelletier,41,24,7631.9895,3,4,3,10,Champions
HP-14815,Harold Pawlan,31,24,7321.4395,3,4,3,10,Champions
LC-7050,Liz Carlisle,7,7,7193.652,5,2,3,10,Champions
CA-12310,Christine Abelman,14,21,7166.23086,4,3,3,10,Champions
JO-15280,Jas O'Carroll,15,21,7123.5651,4,3,3,10,Champions
RS-19870,Roy Skaria,20,20,7090.9567799999995,4,3,3,10,Champions
JM-15535,Jessica Myrick,15,20,6942.403,4,3,3,10,Champions
SW-20350,Sean Wendt,13,21,6923.24944,4,3,3,10,Champions
EB-13870,Emily Burns,16,19,6850.983700000001,4,3,3,10,Champions
SP-20545,Sibella Parks,17,20,6801.1987,4,3,3,10,Champions
PA-19060,Pete Armstrong,24,21,6723.23276,4,3,3,10,Champions
RM-19750,Roland Murray,17,19,6475.01086,4,3,3,10,Champions
BS-1800,Bryan Spruell,12,9,6364.854,4,3,3,10,Champions
EN-13780,Edward Nazzal,15,20,6333.9164,4,3,3,10,Champions
DJ-3510,Don Jones,7,7,5976.6900000000005,5,2,3,10,Champions
JE-15475,Jeremy Ellison,36,22,5905.076,3,4,3,10,Champions
RE-9450,Richard Eichhorn,16,12,5678.7029999999995,4,3,3,10,Champions
GT-14755,Guy Thornton,35,23,5601.70652,3,4,3,10,Champions
AY-10555,Andy Yotov,15,16,5446.61044,4,3,3,10,Champions
IM-15055,Ionia McGrath,16,15,5154.83976,4,3,3,10,Champions
EH-4125,Eugene Hildebrand,23,13,5012.22,4,3,3,10,Champions
BP-1050,Barry Pond,12,9,4981.542,4,3,3,10,Champions
SS-20875,Sung Shariari,15,21,4772.1508,4,3,3,10,Champions
DH-3675,Duane Huffman,21,12,4661.844,4,3,3,10,Champions
GH-4425,Gary Hwang,22,10,4585.83,4,3,3,10,Champions
TS-11370,Todd Sumrall,19,10,4573.584,4,3,3,10,Champions
MS-7830,Melanie Seite,5,8,4322.904,5,2,3,10,Champions
MO-7800,Meg O'Connel,15,9,4294.2660000000005,4,3,3,10,Champions
JO-5550,Jesus Ocampo,13,9,4203.78,4,3,3,10,Champions
CC-2220,Chris Cortes,22,12,4174.182,4,3,3,10,Champions
MV-8190,Mike Vittorini,8,8,3995.04,5,2,3,10,Champions
TB-11520,Tracy Blumstein,19,11,3991.5209999999997,4,3,3,10,Champions
TC-11145,Theresa Coyne,13,10,3799.926,4,3,3,10,Champions
EL-3735,Ed Ludwig,27,11,3691.392,4,3,3,10,Champions
MC-7575,Matt Collins,10,8,3619.188,5,2,3,10,Champions
CG-12040,Catherine Glotzbach,22,19,3596.268,4,3,3,10,Champions
GT-4755,Guy Thornton,1,8,3457.578,5,2,3,10,Champions
DK-2835,Damala Kotsonis,22,11,3373.143,4,3,3,10,Champions
KH-6330,Katharine Harms,20,13,3371.208,4,3,3,10,Champions
JC-5385,Jenna Caffey,16,9,3183.0750000000003,4,3,3,10,Champions
RO-9780,Rose O'Brian,5,9,3080.1059999999998,5,3,2,10,Champions
ZD-11925,Zuschuss Donatelli,4,9,2951.226,5,3,2,10,Champions
JG-5115,Jack Garza,6,9,2907.678,5,3,2,10,Champions
LS-6945,Linda Southworth,7,12,2726.034,5,3,2,10,Champions
ND-8460,Neil Ducich,9,10,2722.98,5,3,2,10,Champions
AJ-780,Anthony Jacobs,2,12,2570.994,5,3,2,10,Champions
EB-3930,Eric Barreto,8,9,2433.516,5,3,2,10,Champions
SW-10455,Shaun Weien,8,9,2205.252,5,3,2,10,Champions
MH-7785,Maya Herman,8,9,1914.834,5,3,2,10,Champions
