Product_ID,Product_Name,Order_ID,Order_Date,Customer_ID,Customer_Name,Sales,Profit,Quantity,Discount,Product_Cost
FUR-BO-10003078,"Safco Corner Shelving, Traditional",ID-2012-86957,2012-03-23,BM-11785,Bryan Mills,89.68,-2.99,1,40.0,92.67
TEC-MA-10001248,"StarTech Inkjet, Wireless",ID-2012-86957,2012-03-23,BM-11785,Bryan Mills,724.54,-471.02,4,40.0,1195.56
OFF-PA-10004881,"Xerox Computer Printout Paper, Recycled",ID-2012-86957,2012-03-23,BM-11785,Bryan Mills,31.5,-2.64,2,40.0,34.14
TEC-PH-10000292,"Samsung Office Telephone, Full Size",IT-2012-3761235,2012-03-23,AA-10375,Allen Armold,159.62,-29.38,4,40.0,189.0
OFF-BI-10000368,"Avery Binder Covers, Durable",IT-2012-5703527,2012-03-23,KD-16495,Keith Dawkins,50.28,6.48,4,0.0,43.8
OFF-BI-10001900,"Wilson Jones Binder Covers, Clear",IT-2012-5703527,2012-03-23,KD-16495,Keith Dawkins,21.3,5.28,2,0.0,16.02
OFF-JIF-10000890,"Jiffy Peel and Seal, Security-Tint",MO-2012-7520,2012-03-23,NR-8550,Nick Radford,22.41,2.46,1,0.0,19.95
OFF-KIT-10003938,"KitchenAid Toaster, Red",MO-2012-7520,2012-03-23,NR-8550,Nick Radford,85.32,40.08,1,0.0,45.24
OFF-KLE-10004581,"Kleencut Trimmer, Easy Grip",MO-2012-7520,2012-03-23,NR-8550,Nick Radford,43.05,10.32,1,0.0,32.73
FUR-TEN-10003923,"Tenex Door Stop, Duo Pack",MO-2012-7520,2012-03-23,NR-8550,Nick Radford,43.95,19.77,1,0.0,24.18
TEC-APP-10001965,"Apple Office Telephone, Full Size",NI-2012-4150,2012-03-23,MZ-7515,Mary Zewe,19.97,-17.32,1,70.0,37.29
OFF-CAM-10002159,"Cameo Manila Envelope, with clear poly window",NI-2012-4150,2012-03-23,MZ-7515,Mary Zewe,9.16,-6.44,1,70.0,15.6
TEC-SAM-10002682,"Samsung Headset, Full Size",NI-2012-4150,2012-03-23,MZ-7515,Mary Zewe,22.35,-43.23,1,70.0,65.58
TEC-SHA-10003353,"Sharp Copy Machine, High-Speed",NI-2012-4150,2012-03-23,MZ-7515,Mary Zewe,430.92,-373.5,6,70.0,804.42
OFF-ACC-10000808,"Acco 3-Hole Punch, Economy",TU-2012-6890,2012-03-23,EM-4095,Eudokia Martin,12.05,-12.37,1,60.0,24.42
FUR-OFF-10003688,"Office Star Rocking Chair, Black",TU-2012-6890,2012-03-23,EM-4095,Eudokia Martin,221.57,-221.59,4,60.0,443.16
OFF-AR-10000461,"Binney & Smith Highlighters, Water Color",US-2012-106894,2012-03-23,TS-21340,Toby Swindell,15.82,-7.94,2,40.0,23.76
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,US-2012-107944,2012-03-23,AM-10360,Alice McCarthy,239.97,86.39,3,0.0,153.58
OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",US-2012-107944,2012-03-23,AM-10360,Alice McCarthy,192.72,92.51,11,0.0,100.21
FUR-CH-10003396,Global Deluxe Steno Chair,US-2012-125374,2012-03-23,JD-16060,Julia Dunbar,107.77,-29.25,2,30.0,137.02
FUR-BO-10000362,Sauder Inglewood Library Bookcases,CA-2012-118423,2012-03-24,DP-13390,Dennis Pardue,359.06,-35.91,3,30.0,394.96
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",CA-2012-145457,2012-03-24,CP-12085,Cathy Prescott,46.9,13.13,5,0.0,33.77
OFF-PA-10004069,"SanDisk Parchment Paper, 8.5 x 11",ES-2012-2155276,2012-03-24,GR-14560,Georgia Rosenberg,166.8,24.96,8,0.0,141.84
OFF-AR-10000184,"Boston Pencil Sharpener, Water Color",ES-2012-5968338,2012-03-24,TB-21055,Ted Butterfield,64.26,32.1,2,0.0,32.16
TEC-PH-10000214,"Apple Speaker Phone, VoIP",IN-2012-26134,2012-03-24,PT-19090,Pete Takahito,111.05,29.6,1,10.0,81.45
OFF-EN-10003607,"Cameo Business Envelopes, Recycled",MX-2012-120236,2012-03-24,RA-19885,Ruben Ausman,38.7,3.84,3,0.0,34.86
FUR-FU-10004288,"Eldon Frame, Duo Pack",MX-2012-120236,2012-03-24,RA-19885,Ruben Ausman,93.05,-52.75,2,40.0,145.8
OFF-ST-10002561,"Rogers File Cart, Blue",MX-2012-120236,2012-03-24,RA-19885,Ruben Ausman,844.02,33.66,9,0.0,810.36
OFF-BI-10004908,"Avery Binder Covers, Economy",MX-2012-151407,2012-03-24,GZ-14470,Gary Zandusky,7.38,0.88,1,0.0,6.5
OFF-HAR-10002479,"Harbour Creations Color Coded Labels, 5000 Label Set",SO-2012-2390,2012-03-24,SR-10740,Steven Roelle,13.29,6.36,1,0.0,6.93
TEC-SAM-10004384,"Samsung Office Telephone, VoIP",SO-2012-2390,2012-03-24,SR-10740,Steven Roelle,65.31,18.93,1,0.0,46.38
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",US-2012-112508,2012-03-24,BP-11185,Ben Peterman,6.99,0.52,2,20.0,6.47
OFF-PA-10001125,Xerox 1988,CA-2012-103793,2012-03-26,BV-11245,Benjamin Venier,74.35,23.24,3,20.0,51.12
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,CA-2012-164301,2012-03-26,EB-13840,Ellis Ballard,3393.68,610.86,8,0.0,2782.82
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,CA-2012-167374,2012-03-26,GM-14500,Gene McClure,40.03,12.51,6,20.0,27.52
TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",CA-2012-167374,2012-03-26,GM-14500,Gene McClure,16.78,5.03,3,20.0,11.74
OFF-HOO-10001248,"Hoover Coffee Grinder, Silver",CM-2012-5610,2012-03-26,AR-570,Anemone Ratner,69.54,27.12,1,0.0,42.42
OFF-LA-10004737,"Avery Shipping Labels, 5000 Label Set",ES-2012-2483866,2012-03-26,DL-13495,Dionis Lloyd,48.96,18.6,4,0.0,30.36
TEC-PH-10002663,"Nokia Signal Booster, VoIP",ES-2012-2483866,2012-03-26,DL-13495,Dionis Lloyd,245.86,49.12,2,10.0,196.74
OFF-ST-10002759,"Eldon Shelving, Industrial",ES-2012-3231769,2012-03-26,ML-18265,Muhammed Lee,97.8,2.88,2,0.0,94.92
OFF-ST-10002159,"Fellowes Lockers, Wire Frame",ES-2012-3231769,2012-03-26,ML-18265,Muhammed Lee,412.8,185.76,2,0.0,227.04
OFF-AP-10000226,"Hoover Coffee Grinder, Black",ES-2012-3231769,2012-03-26,ML-18265,Muhammed Lee,477.54,238.77,7,0.0,238.77
TEC-AC-10002218,"Memorex Keyboard, Erganomic",ES-2012-3231769,2012-03-26,ML-18265,Muhammed Lee,207.45,4.14,3,0.0,203.31
OFF-AR-10004881,"Stanley Sketch Pad, Blue",ES-2012-3231769,2012-03-26,ML-18265,Muhammed Lee,177.72,58.56,4,0.0,119.16
OFF-AR-10003113,"Binney & Smith Pens, Blue",ES-2012-4840257,2012-03-26,JO-15145,Jack O'Briant,143.28,60.12,12,0.0,83.16
TEC-CO-10000263,"Hewlett Fax Machine, Digital",ES-2012-4907749,2012-03-26,DB-12970,Darren Budd,319.56,146.97,1,0.0,172.59
TEC-PH-10003891,"Cisco Audio Dock, with Caller ID",IN-2012-26169,2012-03-26,BF-11005,Barry Franz,955.87,229.27,7,25.0,726.6
TEC-PH-10004675,"Nokia Audio Dock, VoIP",IN-2012-26169,2012-03-26,BF-11005,Barry Franz,375.37,29.95,3,25.0,345.42
OFF-ELI-10001812,"Elite Shears, Easy Grip",IR-2012-2180,2012-03-26,EB-3930,Eric Barreto,48.63,2.91,1,0.0,45.72
TEC-MEM-10003302,"Memorex Numeric Keypad, Erganomic",IR-2012-2180,2012-03-26,EB-3930,Eric Barreto,46.71,7.47,1,0.0,39.24
OFF-SME-10001853,"Smead Folders, Blue",IR-2012-2180,2012-03-26,EB-3930,Eric Barreto,34.98,4.14,2,0.0,30.84
OFF-STO-10003605,"Stockwell Paper Clips, Metal",IS-2012-2620,2012-03-26,KH-6510,Keith Herrera,25.86,0.72,2,0.0,25.14
OFF-AP-10000595,Disposable Triple-Filter Dust Bags,US-2012-116981,2012-03-26,SM-20950,Suzanne McNair,13.11,3.41,3,0.0,9.7
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",US-2012-116981,2012-03-26,SM-20950,Suzanne McNair,1085.42,282.21,7,0.0,803.21
FUR-FU-10000705,"Advantus Frame, Black",US-2012-142230,2012-03-26,QJ-19255,Quincy Jones,311.14,-165.98,7,40.0,477.12
OFF-EN-10001616,"GlobeWeis Business Envelopes, Recycled",US-2012-142230,2012-03-26,QJ-19255,Quincy Jones,38.74,-10.34,6,40.0,49.08
OFF-EN-10001538,"Jiffy Peel and Seal, Recycled",US-2012-142230,2012-03-26,QJ-19255,Quincy Jones,37.62,-13.18,5,40.0,50.8
TEC-AC-10000151,"SanDisk Flash Drive, Erganomic",US-2012-142230,2012-03-26,QJ-19255,Quincy Jones,59.76,-10.0,4,40.0,69.76
FUR-BO-10002383,"Sauder Floating Shelf Set, Pine",US-2012-142230,2012-03-26,QJ-19255,Quincy Jones,235.12,-27.44,3,40.0,262.56
OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,CA-2012-132948,2012-03-27,MV-17485,Mark Van Huff,83.7,3.35,5,0.0,80.35
OFF-ST-10002042,"Fellowes Folders, Industrial",ES-2012-2084881,2012-03-27,ST-20530,Shui Tom,134.4,30.9,5,0.0,103.5
TEC-MA-10003558,"Panasonic Calculator, Durable",ES-2012-2084881,2012-03-27,ST-20530,Shui Tom,100.8,14.1,2,0.0,86.7
TEC-PH-10001382,"Apple Office Telephone, Cordless",ES-2012-3239309,2012-03-27,JM-15865,John Murray,340.65,170.25,5,0.0,170.4
OFF-BI-10001717,"Avery Hole Reinforcements, Durable",ES-2012-3239309,2012-03-27,JM-15865,John Murray,23.64,8.4,4,0.0,15.24
OFF-EN-10003936,"Cameo Peel and Seal, with clear poly window",ES-2012-3239309,2012-03-27,JM-15865,John Murray,73.62,32.31,3,0.0,41.31
OFF-FA-10004993,"OIC Paper Clips, Metal",ES-2012-3239309,2012-03-27,JM-15865,John Murray,43.65,11.34,3,0.0,32.31
TEC-MA-10001569,"Okidata Phone, Red",ES-2012-3239309,2012-03-27,JM-15865,John Murray,504.0,110.88,6,0.0,393.12
OFF-PA-10004069,"SanDisk Parchment Paper, 8.5 x 11",ES-2012-3239309,2012-03-27,JM-15865,John Murray,41.7,6.24,2,0.0,35.46
OFF-AR-10000584,"Sanford Pencil Sharpener, Water Color",ES-2012-3239309,2012-03-27,JM-15865,John Murray,116.04,12.72,4,0.0,103.32
OFF-AR-10000079,"Stanley Pencil Sharpener, Fluorescent",ES-2012-3239309,2012-03-27,JM-15865,John Murray,99.12,31.68,4,0.0,67.44
OFF-ST-10000624,"Eldon File Cart, Single Width",ES-2012-4007496,2012-03-27,RB-19465,Rick Bensley,577.66,211.66,5,10.0,366.0
OFF-FA-10003730,"Stockwell Thumb Tacks, Bulk Pack",ES-2012-4007496,2012-03-27,RB-19465,Rick Bensley,52.56,13.08,4,0.0,39.48
OFF-ST-10000624,"Eldon File Cart, Single Width",ES-2012-4159779,2012-03-27,CR-12820,Cyra Reiten,128.37,55.17,1,0.0,73.2
TEC-AC-10002243,"SanDisk Keyboard, Programmable",IN-2012-16859,2012-03-27,RW-19690,Robert Waldorf,74.68,16.57,1,10.0,58.11
OFF-SU-10001869,"Stiletto Scissors, Steel",IN-2012-18588,2012-03-27,CK-12325,Christine Kargatis,46.02,0.9,2,0.0,45.12
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",IN-2012-42052,2012-03-27,CS-12490,Cindy Schnelling,1314.45,39.42,3,0.0,1275.03
OFF-PA-10002520,"Green Bar Cards & Envelopes, Recycled",IN-2012-66447,2012-03-27,KM-16375,Katherine Murray,86.94,37.62,2,10.0,49.32
OFF-SU-10001535,"Stiletto Trimmer, Easy Grip",IN-2012-66447,2012-03-27,KM-16375,Katherine Murray,119.8,47.89,3,10.0,71.91
OFF-ST-10002292,"Fellowes Lockers, Single Width",IN-2012-68897,2012-03-27,EL-13735,Ed Ludwig,829.44,16.56,4,0.0,812.88
TEC-AC-10000258,"Belkin Numeric Keypad, Bluetooth",IN-2012-72684,2012-03-27,CM-12235,Chris McAfee,208.66,88.06,4,10.0,120.6
OFF-AP-10002938,"KitchenAid Toaster, Black",IN-2012-72684,2012-03-27,CM-12235,Chris McAfee,381.38,-4.28,5,10.0,385.65
OFF-ST-10004802,"Rogers File Cart, Industrial",IN-2012-72684,2012-03-27,CM-12235,Chris McAfee,127.44,19.8,1,10.0,107.64
TEC-PH-10003752,"Nokia Office Telephone, VoIP",IN-2012-79012,2012-03-27,JF-15490,Jeremy Farry,130.44,45.6,2,0.0,84.84
OFF-TEN-10004270,"Tenex File Cart, Single Width",KZ-2012-8630,2012-03-27,CA-1965,Carol Adams,40.25,-81.85,1,70.0,122.1
OFF-SAN-10003041,"Sanford Markers, Water Color",MA-2012-5650,2012-03-27,MN-7935,Michael Nguyen,26.43,2.37,1,0.0,24.06
TEC-PH-10004597,"Apple Signal Booster, with Caller ID",MX-2012-165470,2012-03-27,EA-14035,Erin Ashbrook,546.6,27.24,6,0.0,519.36
FUR-FU-10004224,"Deflect-O Photo Frame, Erganomic",MX-2012-165470,2012-03-27,EA-14035,Erin Ashbrook,60.62,9.08,3,40.0,51.54
FUR-FU-10001765,"Eldon Clock, Durable",MX-2012-165470,2012-03-27,EA-14035,Erin Ashbrook,149.94,-77.56,7,40.0,227.5
OFF-BI-10004830,"Ibico Index Tab, Clear",MX-2012-165470,2012-03-27,EA-14035,Erin Ashbrook,16.74,0.0,3,0.0,16.74
TEC-APP-10004912,"Apple Speaker Phone, with Caller ID",SF-2012-3840,2012-03-27,RB-9435,Richard Bierner,123.3,30.81,1,0.0,92.49
OFF-TEN-10001585,"Tenex Box, Single Width",TU-2012-1570,2012-03-27,VD-11670,Valerie Dominguez,26.45,-10.03,4,60.0,36.48
FUR-FU-10001657,"Deflect-O Frame, Erganomic",US-2012-134054,2012-03-27,BC-11125,Becky Castell,304.25,-152.15,7,40.0,456.4
OFF-PA-10000867,"SanDisk Message Books, Multicolor",US-2012-134054,2012-03-27,BC-11125,Becky Castell,33.64,8.4,2,0.0,25.24
TEC-AC-10001410,"Memorex Memory Card, Bluetooth",US-2012-147809,2012-03-27,KA-16525,Kelly Andreada,136.36,36.8,2,0.0,99.56
FUR-FU-10001008,"Rubbermaid Light Bulb, Durable",US-2012-147809,2012-03-27,KA-16525,Kelly Andreada,63.48,-20.12,10,40.0,83.6
OFF-HOO-10003338,"Hoover Blender, Silver",BO-2012-6660,2012-03-28,DJ-3630,Doug Jacobs,194.34,71.88,2,0.0,122.46
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,CA-2012-131534,2012-03-28,AB-10165,Alan Barnes,166.24,24.94,1,0.0,141.3
OFF-PA-10000743,Xerox 1977,CA-2012-131534,2012-03-28,AB-10165,Alan Barnes,33.4,16.03,5,0.0,17.37
OFF-EN-10004459,Security-Tint Envelopes,CA-2012-133536,2012-03-28,JH-15820,John Huston,22.92,11.23,3,0.0,11.69
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,CA-2012-135363,2012-03-28,CK-12205,Chloris Kastensmidt,5.23,1.7,1,20.0,3.53
OFF-PA-10003177,Xerox 1999,CA-2012-135363,2012-03-28,CK-12205,Chloris Kastensmidt,15.55,5.44,3,20.0,10.11
OFF-FA-10000670,"Advantus Clamps, Assorted Sizes",ES-2012-4549533,2012-03-28,DL-13330,Denise Leinenbach,66.96,8.64,4,0.0,58.32
OFF-ST-10003322,"Eldon Shelving, Wire Frame",ES-2012-4549533,2012-03-28,DL-13330,Denise Leinenbach,85.48,-1.94,2,10.0,87.42
OFF-BI-10004240,"Cardinal Binding Machine, Recycled",ID-2012-47456,2012-03-28,DV-13465,Dianna Vittorini,83.22,29.04,2,17.0,54.18
OFF-ST-10003931,"Smead Lockers, Blue",ID-2012-47456,2012-03-28,DV-13465,Dianna Vittorini,329.38,-7.94,2,17.0,337.32
FUR-FU-10002699,"Eldon Photo Frame, Erganomic",ID-2012-53749,2012-03-28,SV-20365,Seth Vernon,82.83,-2.31,2,27.0,85.14
FUR-TA-10003164,"Bevis Wood Table, Rectangular",ID-2012-55359,2012-03-28,BD-11635,Brian Derr,1859.13,-26.67,5,30.0,1885.8
OFF-PA-10004741,"SanDisk Cards & Envelopes, 8.5 x 11",ID-2012-55359,2012-03-28,BD-11635,Brian Derr,141.91,-7.94,3,10.0,149.85
OFF-HAM-10000983,"Hamilton Beach Refrigerator, White",KE-2012-4830,2012-03-28,KH-6360,Katherine Hughes,996.54,318.84,2,0.0,677.7
OFF-EAT-10002463,"Eaton Computer Printout Paper, Premium",KZ-2012-2110,2012-03-28,MS-7830,Melanie Seite,7.96,-7.96,1,70.0,15.93
TEC-MOT-10003348,"Motorola Smart Phone, Full Size",KZ-2012-2110,2012-03-28,MS-7830,Melanie Seite,192.81,-205.68,1,70.0,398.49
OFF-SME-10000538,"Smead File Cart, Single Width",KZ-2012-2110,2012-03-28,MS-7830,Melanie Seite,38.66,-81.22,1,70.0,119.88
TEC-SAM-10001935,"Samsung Office Telephone, Cordless",NI-2012-7260,2012-03-28,VP-11730,Victor Preis,20.42,-37.45,1,70.0,57.87
OFF-SME-10004553,"Smead Lockers, Blue",NI-2012-7260,2012-03-28,VP-11730,Victor Preis,59.53,-105.17,1,70.0,164.7
TEC-STA-10002497,"StarTech Card Printer, White",NI-2012-7260,2012-03-28,VP-11730,Victor Preis,48.57,-87.45,1,70.0,136.02
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",CA-2012-105361,2012-03-29,CM-12115,Chad McGuire,17.64,8.11,4,0.0,9.53
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,CA-2012-121272,2012-03-29,DO-13435,Denny Ordway,73.28,21.25,4,0.0,52.03
OFF-AR-10003732,Newell 333,CA-2012-150749,2012-03-29,AS-10240,Alan Shonely,5.56,1.45,2,0.0,4.11
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,CA-2012-153549,2012-03-29,SL-20155,Sara Luxemburg,1166.92,131.28,5,20.0,1035.64
TEC-AC-10001258,"Belkin Router, Erganomic",ES-2012-4727188,2012-03-29,SC-20725,Steven Cartwright,1795.92,843.99,7,0.0,951.93
OFF-PA-10001371,"Xerox Computer Printout Paper, 8.5 x 11",ES-2012-4727188,2012-03-29,SC-20725,Steven Cartwright,213.36,19.11,7,0.0,194.25
FUR-CH-10001831,"Novimex Rocking Chair, Set of Two",ES-2012-5269514,2012-03-29,RH-19495,Rick Hansen,160.42,-196.52,3,60.0,356.94
OFF-PA-10001301,"SanDisk Computer Printout Paper, Multicolor",ES-2012-5269514,2012-03-29,RH-19495,Rick Hansen,31.2,-23.1,2,50.0,54.3
OFF-SU-10000835,"Acme Box Cutter, Steel",ID-2012-51565,2012-03-29,BW-11065,Barry Weirich,55.8,-42.48,3,50.0,98.28
FUR-BO-10004699,"Dania 3-Shelf Cabinet, Mobile",IN-2012-30117,2012-03-29,SV-20815,Stuart Van,287.94,0.0,2,0.0,287.94
OFF-BI-10000928,"Ibico Binder, Clear",IN-2012-72621,2012-03-29,KN-16390,Katherine Nockton,26.89,11.05,2,10.0,15.84
OFF-ST-10000872,"Fellowes File Cart, Single Width",IT-2012-4452672,2012-03-29,CD-12280,Christina DeMoss,494.42,-54.94,4,10.0,549.36
OFF-CUI-10000682,"Cuisinart Stove, Silver",MO-2012-6660,2012-03-29,AR-825,Anthony Rawles,1078.08,323.4,2,0.0,754.68
OFF-EAT-10001933,"Eaton Cards & Envelopes, Recycled",MO-2012-6660,2012-03-29,AR-825,Anthony Rawles,45.09,22.53,1,0.0,22.56
FUR-NOV-10004925,"Novimex Executive Leather Armchair, Black",MO-2012-6660,2012-03-29,AR-825,Anthony Rawles,457.95,146.52,1,0.0,311.43
OFF-BI-10000124,"Acco Binder Covers, Clear",MX-2012-136042,2012-03-29,NS-18640,Noel Staavos,42.6,19.1,5,0.0,23.5
FUR-TA-10000695,"Lesro Wood Table, Rectangular",MX-2012-136042,2012-03-29,NS-18640,Noel Staavos,744.0,186.0,3,20.0,558.0
OFF-BOS-10004950,"Boston Pens, Fluorescent",RO-2012-9720,2012-03-29,NP-8670,Nora Paige,15.48,2.61,1,0.0,12.87
OFF-ADV-10000308,"Advantus Push Pins, 12 Pack",SU-2012-6840,2012-03-29,ML-8040,Michelle Lonsdale,55.44,19.32,4,0.0,36.12
FUR-NOV-10000222,"Novimex Steel Folding Chair, Adjustable",TU-2012-5520,2012-03-29,VS-11820,Vivek Sundaresam,135.55,-155.93,4,60.0,291.48
FUR-BUS-10004882,"Bush Floating Shelf Set, Metal",TU-2012-8530,2012-03-29,VM-11685,Valerie Mitchum,136.58,-174.16,2,60.0,310.74
OFF-KRA-10000695,"Kraft Mailers, Set of 50",TU-2012-8530,2012-03-29,VM-11685,Valerie Mitchum,15.06,-12.45,1,60.0,27.51
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,US-2012-103996,2012-03-29,RB-19435,Richard Bierner,19.92,9.56,3,0.0,10.36
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,US-2012-103996,2012-03-29,RB-19435,Richard Bierner,53.25,20.77,3,0.0,32.48
OFF-PA-10001609,Tops Wirebound Message Log Books,US-2012-103996,2012-03-29,RB-19435,Richard Bierner,9.87,4.54,3,0.0,5.33
OFF-PA-10001736,Xerox 1880,US-2012-103996,2012-03-29,RB-19435,Richard Bierner,212.64,99.94,6,0.0,112.7
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",CA-2012-104871,2012-03-30,DR-12940,Daniel Raglin,366.74,-110.02,4,30.0,476.77
TEC-PH-10002890,AT&T 17929 Lendline Telephone,CA-2012-121405,2012-03-30,FC-14335,Fred Chung,180.96,13.57,5,20.0,167.39
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",CA-2012-121405,2012-03-30,FC-14335,Fred Chung,23.52,8.53,5,20.0,14.99
OFF-ACC-10002849,"Acco 3-Hole Punch, Clear",EG-2012-4640,2012-03-30,JR-5670,Jim Radford,29.58,5.01,1,0.0,24.57
OFF-FIS-10004882,"Fiskars Shears, Easy Grip",EG-2012-4640,2012-03-30,JR-5670,Jim Radford,49.26,4.92,1,0.0,44.34
TEC-NOK-10001283,"Nokia Smart Phone, Full Size",EG-2012-4640,2012-03-30,JR-5670,Jim Radford,1274.7,140.16,2,0.0,1134.54
OFF-SU-10003229,"Stiletto Trimmer, Easy Grip",ES-2012-2055382,2012-03-30,ML-17395,Marina Lichtenstein,266.22,61.2,6,0.0,205.02
TEC-CO-10003574,"Brother Personal Copier, High-Speed",IN-2012-64403,2012-03-30,RS-19870,Roy Skaria,282.18,121.32,2,0.0,160.86
OFF-EN-10000296,"Cameo Business Envelopes, Security-Tint",IN-2012-64403,2012-03-30,RS-19870,Roy Skaria,50.85,4.05,3,0.0,46.8
TEC-CIS-10001938,"Cisco Audio Dock, VoIP",IR-2012-7970,2012-03-30,MV-7485,Mark Van Huff,182.16,71.04,1,0.0,111.12
OFF-PA-10002371,"Green Bar Message Books, 8.5 x 11",IT-2012-2203661,2012-03-30,PO-18865,Patrick O'Donnell,83.79,30.15,3,0.0,53.64
TEC-CO-10000296,"Canon Fax and Copier, Digital",MX-2012-124443,2012-03-30,RS-19420,Ricardo Sperren,381.2,144.38,3,0.2,236.82
OFF-SU-10001923,"Kleencut Letter Opener, Easy Grip",MX-2012-124443,2012-03-30,RS-19420,Ricardo Sperren,114.72,29.76,6,0.0,84.96
OFF-FA-10004931,"OIC Clamps, Bulk Pack",MX-2012-128566,2012-03-30,BG-11740,Bruce Geld,13.18,0.64,1,0.0,12.54
OFF-ACC-10004538,"Acco Binder Covers, Recycled",TU-2012-7510,2012-03-30,CP-2085,Cathy Prescott,5.47,-4.13,1,60.0,9.6
OFF-NOV-10000092,"Novimex Color Coded Labels, 5000 Label Set",TU-2012-7510,2012-03-30,CP-2085,Cathy Prescott,5.12,-4.12,1,60.0,9.24
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,CA-2012-128125,2012-03-31,EB-13705,Ed Braxton,22.38,-7.83,3,60.0,30.21
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",CA-2012-128125,2012-03-31,EB-13705,Ed Braxton,98.38,35.66,3,20.0,62.71
TEC-PH-10000011,PureGear Roll-On Screen Protector,CA-2012-137106,2012-03-31,SC-20260,Scott Cohen,79.96,27.99,5,20.0,51.97
OFF-BI-10000341,"Ibico Binding Machine, Recycled",ES-2012-1965184,2012-03-31,CM-12190,Charlotte Melton,258.9,46.5,5,0.0,212.4
OFF-LA-10003132,"Smead Round Labels, Laser Printer Compatible",ES-2012-1965184,2012-03-31,CM-12190,Charlotte Melton,20.7,7.38,3,0.0,13.32
OFF-AR-10003384,"Boston Pens, Water Color",ES-2012-3082564,2012-03-31,SN-20560,Skye Norling,69.6,6.24,4,0.0,63.36
TEC-AC-10004849,"SanDisk Router, Programmable",ES-2012-3082564,2012-03-31,SN-20560,Skye Norling,257.85,56.7,1,0.0,201.15
OFF-BI-10004446,"Acco Binding Machine, Economy",ES-2012-4101342,2012-03-31,ES-14080,Erin Smith,102.18,29.58,2,0.0,72.6
OFF-AR-10002640,"Boston Pens, Blue",ES-2012-4101342,2012-03-31,ES-14080,Erin Smith,56.88,1.08,4,0.0,55.8
OFF-ST-10000922,"Eldon File Cart, Blue",ES-2012-4101342,2012-03-31,ES-14080,Erin Smith,342.79,-30.53,3,10.0,373.32
OFF-LA-10001265,"Hon File Folder Labels, Alphabetical",ES-2012-4101342,2012-03-31,ES-14080,Erin Smith,25.38,9.63,3,0.0,15.75
OFF-ST-10001547,"Rogers Lockers, Industrial",ES-2012-4101342,2012-03-31,ES-14080,Erin Smith,572.67,178.11,3,10.0,394.56
OFF-AR-10004456,"Binney & Smith Markers, Blue",IN-2012-14010,2012-03-31,KC-16255,Karen Carlisle,96.36,12.48,4,0.0,83.88
TEC-CO-10003982,"HP Ink, High-Speed",IN-2012-14010,2012-03-31,KC-16255,Karen Carlisle,634.5,272.7,5,0.0,361.8
TEC-PAN-10002690,"Panasonic Card Printer, Wireless",MO-2012-4180,2012-03-31,BW-1110,Bart Watters,173.82,24.33,1,0.0,149.49
FUR-CH-10004899,"SAFCO Rocking Chair, Adjustable",MX-2012-165463,2012-03-31,SH-20635,Stefanie Holloman,274.8,4.5,5,40.0,270.3
OFF-BOS-10001576,"Boston Pencil Sharpener, Fluorescent",TU-2012-3110,2012-03-31,RO-9780,Rose O'Brian,11.58,-13.32,1,60.0,24.9
OFF-BRE-10002255,"Breville Stove, White",TU-2012-3110,2012-03-31,RO-9780,Rose O'Brian,447.74,-425.38,2,60.0,873.12
OFF-STA-10004484,"Stanley Pens, Water Color",TU-2012-3110,2012-03-31,RO-9780,Rose O'Brian,5.29,-3.71,1,60.0,9.0
OFF-FA-10002617,"Advantus Clamps, Assorted Sizes",ID-2012-70752,2012-04-01,BN-11470,Brad Norvell,69.47,-4.33,5,17.0,73.8
