Product_ID,Product_Name,Category,Sub_Category,Total_Sales,Total_Profit,Total_Quantity,Total_Orders,Avg_Discount_,Profit_Margin_%,Product_Cost,First_Order_Date,Last_Order_Date,Top_Ordered_Customer_ID,Top_Ordered_Customer_Name,Top_Customer_Orders,Top_Customer_Quantity,Top_Customer_Sales
FUR-CH-10000302,"Novimex Rocking Chair, Red",Furniture,Chairs,1682.3,-21.22,24,9,20.0,-1.26,1703.52,2011-06-20,2014-10-16,MV-18190,Mike Vittorini,1,4,350.48
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,6084.14,697.14,17,5,16.0,11.46,5387.0,2012-04-27,2014-01-20,GB-14575,Giulietta Baptist,1,4,1690.04
FUR-CH-10000326,"SAFCO Rocking Chair, Red",Furniture,Chairs,1978.68,569.82,27,5,20.0,28.8,1408.86,2011-03-21,2014-11-05,BG-11035,Barry Gonzalez,1,7,629.58
FUR-CH-10000333,"SAFCO Swivel Stool, Black",Furniture,Chairs,1042.71,195.27,8,3,20.0,18.73,847.44,2014-02-15,2014-11-17,KC-16255,Karen Carlisle,1,3,496.53
FUR-CH-10000336,"SAFCO Chairmat, Set of Two",Furniture,Chairs,695.18,-124.54,22,5,20.0,-17.91,819.72,2011-10-18,2013-04-10,KH-16690,Kristen Hastings,1,6,248.28
FUR-CH-10000343,"Hon Executive Leather Armchair, Black",Furniture,Chairs,4022.83,755.63,16,6,16.67,18.78,3267.2,2011-04-07,2014-08-01,RK-19300,Ralph Kennedy,1,5,1219.04
FUR-CH-10000351,"Novimex Chairmat, Set of Two",Furniture,Chairs,2557.45,821.74,47,13,10.85,32.13,1735.71,2012-01-19,2014-11-06,CS-12175,Charles Sheldon,1,9,527.31
FUR-CH-10000373,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,167.34,81.96,2,1,0.0,48.98,85.38,2014-12-11,2014-12-11,RF-19840,Roy Französisch,1,2,167.34
FUR-CH-10000391,"Novimex Bag Chairs, Red",Furniture,Chairs,1217.48,-9.22,29,8,9.0,-0.76,1226.7,2011-12-21,2014-09-22,JS-15595,Jill Stevenson,1,7,321.72
FUR-CH-10000399,"Hon Swivel Stool, Set of Two",Furniture,Chairs,2355.78,338.34,16,4,20.0,14.36,2017.44,2012-03-09,2014-08-04,KH-16690,Kristen Hastings,1,8,1327.2
FUR-CH-10000414,"Novimex Chairmat, Black",Furniture,Chairs,632.54,-144.86,23,7,22.86,-22.9,777.4,2013-02-07,2014-12-09,SS-20515,Shirley Schmidt,1,8,230.02
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,2647.81,49.13,34,9,14.44,1.86,2598.67,2011-01-14,2014-11-19,DG-13300,Deirdre Greer,1,8,582.34
FUR-CH-10000423,"Hon Chairmat, Set of Two",Furniture,Chairs,860.92,139.48,16,4,7.5,16.2,721.44,2013-12-23,2014-11-28,MS-17710,Maurice Satty,1,6,312.01
FUR-CH-10000430,"SAFCO Rocking Chair, Set of Two",Furniture,Chairs,2743.2,600.18,33,7,8.57,21.88,2143.02,2012-09-04,2014-10-10,DW-13540,Don Weiss,1,7,1058.02
FUR-CH-10000430,"SAFCO Swivel Stool, Red",Furniture,Chairs,3635.9,1074.65,25,6,13.67,29.56,2561.25,2011-08-15,2014-10-11,DW-13540,Don Weiss,1,7,1058.02
FUR-CH-10000432,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,6174.04,-520.7,39,12,13.67,-8.43,6694.74,2011-03-03,2014-12-27,MV-18190,Mike Vittorini,1,6,1095.66
FUR-CH-10000438,"Novimex Chairmat, Adjustable",Furniture,Chairs,141.19,-94.13,4,1,40.0,-66.67,235.32,2012-03-08,2012-03-08,MO-17500,Mary O'Rourke,1,4,141.19
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,10637.53,1927.44,51,12,14.17,18.12,8710.09,2011-06-22,2014-11-30,JE-16165,Justin Ellison,1,8,1951.84
FUR-CH-10000470,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,552.24,-331.38,2,1,40.0,-60.01,883.62,2013-05-31,2013-05-31,RP-19270,Rachel Payne,1,2,552.24
FUR-CH-10000479,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,3816.56,1653.59,9,3,10.0,43.33,2162.97,2011-06-21,2013-11-16,RB-19330,Randy Bradley,1,4,1696.25
FUR-CH-10000488,"SAFCO Steel Folding Chair, Black",Furniture,Chairs,649.58,-19.33,11,4,35.0,-2.98,668.91,2011-02-02,2014-08-18,KL-16645,Ken Lonsdale,1,4,266.5
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,4770.63,-197.58,42,9,16.67,-4.14,4968.22,2011-12-19,2014-07-19,IM-15070,Irene Maddox,1,14,1819.86
FUR-CH-10000527,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,3720.0,632.4,8,1,0.0,17.0,3087.6,2014-10-24,2014-10-24,JW-16075,Julia West,1,8,3720.0
FUR-CH-10000528,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,1208.67,-189.33,25,5,20.0,-15.66,1398.0,2011-12-14,2014-11-08,BS-11800,Bryan Spruell,1,9,508.32
FUR-CH-10000546,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,5665.59,1666.35,14,3,20.0,29.41,3999.24,2011-06-17,2013-09-10,AJ-10945,Ashley Jarboe,1,6,2570.94
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,685.59,115.74,23,5,12.0,16.88,569.85,2011-07-26,2014-10-31,BW-11200,Ben Wallace,1,14,427.64
FUR-CH-10000568,"Hon Bag Chairs, Black",Furniture,Chairs,68.35,-0.05,2,1,20.0,-0.07,68.4,2014-01-14,2014-01-14,TG-21310,Toby Gnade,1,2,68.35
FUR-CH-10000583,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,2400.62,746.54,16,3,10.0,31.1,1654.08,2011-10-29,2014-12-04,RW-19540,Rick Wilson,1,8,1200.31
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,5697.76,870.16,27,8,12.5,15.27,4827.6,2011-11-23,2014-06-13,ND-18370,Natalie DeCherney,1,9,1931.04
FUR-CH-10000602,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,15559.36,-345.8,36,8,7.75,-2.22,15905.16,2011-10-28,2014-11-13,AP-10915,Arthur Prichep,1,6,2761.2
FUR-CH-10000603,"Hon Bag Chairs, Red",Furniture,Chairs,627.58,173.54,15,5,12.0,27.65,454.05,2012-09-01,2014-12-02,MB-17305,Maria Bertelson,1,7,316.05
FUR-CH-10000604,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,114.53,-105.97,3,1,60.0,-92.53,220.5,2014-07-21,2014-07-21,RK-19300,Ralph Kennedy,1,3,114.53
FUR-CH-10000608,"Office Star Chairmat, Set of Two",Furniture,Chairs,1306.26,233.76,25,6,21.83,17.9,1072.5,2012-06-22,2014-06-13,CM-12655,Corinna Mitchell,1,7,347.84
FUR-CH-10000656,"Hon Swivel Stool, Adjustable",Furniture,Chairs,1816.46,322.3,19,5,12.0,17.74,1494.16,2011-12-13,2014-09-08,Co-12640,Corey-Lock,1,5,553.8
FUR-CH-10000660,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,11310.56,2824.19,27,7,9.57,24.97,8486.37,2011-06-13,2012-12-03,KN-16390,Katherine Nockton,1,10,4099.68
FUR-CH-10000663,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,830.71,73.69,11,2,10.0,8.87,757.02,2012-11-05,2013-07-02,AB-10165,Alan Barnes,1,9,679.67
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,3955.68,573.72,32,9,15.56,14.5,3381.95,2011-11-11,2014-09-25,TZ-21580,Tracy Zic,1,5,603.92
FUR-CH-10000666,"SAFCO Chairmat, Black",Furniture,Chairs,68.87,-26.41,2,1,40.0,-38.35,95.28,2011-01-03,2011-01-03,KL-16645,Ken Lonsdale,1,2,68.87
FUR-CH-10000667,"Novimex Chairmat, Black",Furniture,Chairs,420.5,-42.16,11,4,32.5,-10.03,462.66,2012-11-05,2013-08-28,CS-12175,Charles Sheldon,1,4,215.64
FUR-CH-10000677,"Hon Steel Folding Chair, Red",Furniture,Chairs,586.22,-65.38,15,5,28.0,-11.15,651.6,2011-10-19,2014-09-15,TS-21340,Toby Swindell,1,5,162.84
FUR-CH-10000685,"Hon Executive Leather Armchair, Black",Furniture,Chairs,4342.83,1462.83,10,3,6.67,33.68,2880.0,2011-12-06,2012-06-28,BD-11560,Brendan Dodson,1,5,2285.7
FUR-CH-10000689,"SAFCO Chairmat, Red",Furniture,Chairs,35.89,-0.62,1,1,40.0,-1.72,36.51,2014-08-07,2014-08-07,HZ-14950,Henia Zydlo,1,1,35.89
FUR-CH-10000690,"Novimex Bag Chairs, Black",Furniture,Chairs,165.41,-5.32,7,2,35.0,-3.21,170.73,2012-09-12,2012-11-12,JB-16045,Julia Barnett,1,5,87.06
FUR-CH-10000694,"Novimex Steel Folding Chair, Red",Furniture,Chairs,1101.06,74.82,16,6,14.5,6.8,1026.24,2011-10-17,2014-12-11,BM-11140,Becky Martin,1,3,246.69
FUR-CH-10000727,"Office Star Chairmat, Set of Two",Furniture,Chairs,313.12,122.47,5,2,5.0,39.11,190.65,2012-01-25,2013-08-20,JP-15520,Jeremy Pistek,1,4,245.05
FUR-CH-10000745,"Hon Chairmat, Adjustable",Furniture,Chairs,1583.95,260.95,30,6,11.67,16.47,1323.0,2011-01-12,2014-11-07,MG-18205,Mitch Gastineau,1,9,469.96
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,2207.96,231.65,13,2,10.0,10.49,1976.3,2011-10-14,2014-10-23,TC-21295,Toby Carlisle,1,9,1628.82
FUR-CH-10000774,"SAFCO Rocking Chair, Set of Two",Furniture,Chairs,274.32,0.0,2,1,0.0,0.0,274.32,2014-08-19,2014-08-19,BP-11050,Barry Pond,1,2,274.32
FUR-CH-10000777,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,6973.46,1337.7,26,8,12.5,19.18,5635.76,2011-12-23,2014-11-25,CM-11935,Carlos Meador,1,5,1570.6
FUR-CH-10000783,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,5075.14,526.09,11,3,3.33,10.37,4549.05,2013-08-23,2013-10-04,PF-19120,Peter Fuller,1,6,2819.52
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,6008.54,785.45,39,11,13.64,13.07,5223.08,2012-08-08,2014-11-25,TD-20995,Tamara Dahlen,1,7,1013.49
FUR-CH-10000788,"Hon Rocking Chair, Adjustable",Furniture,Chairs,2183.0,-339.42,29,10,16.0,-15.55,2522.42,2011-08-16,2014-11-12,LB-16735,Larry Blacks,1,7,621.18
FUR-CH-10000790,"Hon Chairmat, Adjustable",Furniture,Chairs,116.04,58.02,2,1,0.0,50.0,58.02,2014-05-05,2014-05-05,TB-21355,Todd Boyes,1,2,116.04
FUR-CH-10000807,"Hon Rocking Chair, Adjustable",Furniture,Chairs,1916.78,808.94,16,4,10.0,42.2,1107.84,2011-12-28,2014-09-11,RR-19525,Rick Reed,1,6,718.79
FUR-CH-10000825,"SAFCO Chairmat, Red",Furniture,Chairs,1646.25,514.44,31,11,13.0,31.25,1131.81,2011-02-21,2014-10-30,SL-20155,Sara Luxemburg,1,5,299.1
FUR-CH-10000836,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,2499.64,74.8,22,7,0.0,2.99,2424.84,2011-09-12,2014-10-16,JS-15685,Jim Sink,1,6,681.72
FUR-CH-10000843,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs,5811.46,-95.84,21,9,6.67,-1.65,5907.3,2011-11-15,2014-12-12,CS-12490,Cindy Schnelling,1,7,1731.07
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,4626.58,750.73,18,6,11.67,16.23,3875.85,2011-11-24,2014-12-10,JE-15715,Joe Elijah,2,6,1396.7
FUR-CH-10000848,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs,834.62,296.72,2,1,10.0,35.55,537.9,2012-05-09,2012-05-09,MJ-17740,Max Jones,1,2,834.62
FUR-CH-10000852,"Novimex Chairmat, Set of Two",Furniture,Chairs,1070.24,310.64,36,10,22.0,29.03,759.6,2011-06-13,2014-12-31,GZ-14545,George Zrebassa,1,7,218.74
FUR-CH-10000857,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,1562.33,346.97,12,2,10.0,22.21,1215.36,2012-12-01,2014-11-05,DP-13165,David Philippe,1,7,911.36
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2913.91,-445.39,25,8,20.0,-15.28,3359.3,2011-03-01,2014-05-29,VF-21715,Vicky Freymann,1,6,634.12
FUR-CH-10000885,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,8886.18,1054.02,36,10,18.0,11.86,7832.16,2011-04-21,2014-12-22,IL-15100,Ivan Liston,1,7,1715.95
FUR-CH-10000891,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,11429.79,772.89,45,8,25.0,6.76,10656.9,2011-03-14,2014-12-18,JH-15820,John Huston,1,11,3473.14
FUR-CH-10000892,"SAFCO Executive Leather Armchair, Red",Furniture,Chairs,8613.36,-1034.0,32,5,10.0,-12.0,9647.36,2011-06-16,2014-12-10,AC-10420,Alyssa Crouse,1,14,3445.34
FUR-CH-10000920,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,242.94,-230.82,2,1,60.0,-95.01,473.76,2014-07-21,2014-07-21,DJ-13510,Don Jones,1,2,242.94
FUR-CH-10000932,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs,8184.79,3387.83,28,5,8.0,41.39,4796.96,2011-03-08,2014-10-14,GT-14710,Greg Tran,1,9,2855.16
FUR-CH-10000953,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,3861.8,-592.6,40,8,17.5,-15.35,4454.4,2012-05-29,2014-12-27,MM-17260,Magdelene Morse,1,7,829.22
FUR-CH-10000966,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,1514.7,28.44,23,6,18.33,1.88,1486.26,2012-06-02,2014-12-29,PT-19090,Pete Takahito,1,8,534.6
FUR-CH-10000969,"Hon Executive Leather Armchair, Red",Furniture,Chairs,3077.91,-597.21,8,4,15.0,-19.4,3675.12,2013-06-06,2014-09-18,JS-15880,John Stevenson,1,3,1102.54
FUR-CH-10000974,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,9386.95,1430.23,24,7,15.57,15.24,7956.72,2011-09-01,2014-09-23,HR-14770,Hallie Redmond,1,8,2841.66
FUR-CH-10000981,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,750.2,-41.8,5,1,10.0,-5.57,792.0,2013-08-05,2013-08-05,HR-14830,Harold Ryan,1,5,750.2
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,5294.46,833.6,44,10,16.0,15.74,4460.86,2011-05-26,2014-07-22,DE-13255,Deanra Eno,1,10,1408.1
FUR-CH-10000994,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,5301.79,378.1,41,10,8.7,7.13,4923.69,2011-09-02,2014-12-30,CS-12175,Charles Sheldon,1,7,1012.62
FUR-CH-10000994,"Office Star Steel Folding Chair, Red",Furniture,Chairs,550.26,32.94,6,2,0.0,5.99,517.32,2012-08-02,2013-08-01,CS-12175,Charles Sheldon,1,7,1012.62
FUR-CH-10000996,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,1323.71,-127.33,24,6,13.33,-9.62,1451.04,2011-11-10,2014-11-08,GH-14410,Gary Hansen,1,5,318.2
FUR-CH-10001021,"Office Star Rocking Chair, Red",Furniture,Chairs,281.82,118.32,3,1,0.0,41.98,163.5,2014-03-03,2014-03-03,MY-18295,Muhammed Yedwab,1,3,281.82
FUR-CH-10001037,"SAFCO Chairmat, Adjustable",Furniture,Chairs,803.8,122.98,14,3,6.67,15.3,680.82,2011-09-28,2014-11-11,TS-21160,Theresa Swint,1,9,504.71
FUR-CH-10001039,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,2064.2,29.6,20,5,28.0,1.43,2034.6,2011-06-22,2014-12-09,DC-13285,Debra Catini,1,6,807.73
FUR-CH-10001043,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,258.8,-57.37,9,2,55.0,-22.17,316.17,2012-11-29,2014-11-18,MZ-17515,Mary Zewe,1,6,184.86
FUR-CH-10001044,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,1298.25,-179.73,23,7,20.0,-13.84,1477.98,2011-03-10,2014-08-07,DE-13255,Deanra Eno,1,7,468.44
FUR-CH-10001051,"Hon Chairmat, Red",Furniture,Chairs,971.78,-31.18,21,5,26.0,-3.21,1002.96,2012-06-26,2014-11-07,DH-13075,Dave Hallsten,1,9,449.79
FUR-CH-10001114,"Hon Chairmat, Set of Two",Furniture,Chairs,1093.97,415.57,32,8,12.5,37.99,678.4,2013-07-02,2014-12-13,TB-21280,Toby Braunhardt,1,7,269.64
FUR-CH-10001130,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,3768.98,66.68,35,10,14.0,1.77,3702.3,2011-05-03,2014-10-07,JG-15115,Jack Garza,1,6,729.48
FUR-CH-10001138,"Office Star Swivel Stool, Black",Furniture,Chairs,2265.65,646.13,16,6,18.5,28.52,1619.52,2011-11-23,2014-02-18,JH-15910,Jonathan Howell,1,3,514.53
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,463.1,-80.41,12,5,24.0,-17.36,543.51,2013-09-06,2014-07-07,JW-15955,Joni Wasserman,2,9,499.3
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,1978.92,197.89,39,10,16.0,10.0,1781.03,2011-02-12,2014-12-26,JW-15955,Joni Wasserman,2,9,499.3
FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Furniture,Chairs,4288.07,-247.93,30,8,12.38,-5.78,4536.0,2012-05-28,2014-12-05,TC-21145,Theresa Coyne,1,6,897.16
FUR-CH-10001150,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,1139.94,458.19,15,4,12.5,40.19,681.75,2011-11-21,2013-09-04,CD-11980,Carol Darley,1,6,462.83
FUR-CH-10001153,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,961.65,303.87,19,5,20.0,31.6,657.78,2013-02-16,2014-05-21,JK-15370,Jay Kimmel,1,6,307.73
FUR-CH-10001187,"Novimex Chairmat, Set of Two",Furniture,Chairs,351.54,129.96,6,1,0.0,36.97,221.58,2014-09-24,2014-09-24,JD-15895,Jonathan Doherty,1,6,351.54
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,1087.92,-149.59,10,3,20.0,-13.75,1237.51,2013-01-30,2014-10-06,GG-14650,Greg Guthrie,1,4,435.17
FUR-CH-10001191,"Hon Bag Chairs, Adjustable",Furniture,Chairs,57.17,-15.25,2,1,40.0,-26.68,72.42,2013-12-10,2013-12-10,TB-21400,Tom Boeckenhauer,1,5,122.28
FUR-CH-10001191,"Office Star Steel Folding Chair, Red",Furniture,Chairs,122.28,-149.82,5,1,60.0,-122.52,272.1,2013-11-04,2013-11-04,TB-21400,Tom Boeckenhauer,1,5,122.28
FUR-CH-10001203,"Novimex Steel Folding Chair, Set of Two",Furniture,Chairs,2333.34,-262.5,32,8,11.5,-11.25,2595.84,2013-02-27,2014-10-16,AF-10885,Art Foster,1,9,555.03
FUR-CH-10001204,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,976.94,260.18,12,6,14.0,26.63,716.76,2011-06-01,2014-12-25,AB-10060,Adam Bellavance,1,3,214.38
FUR-CH-10001207,"Hon Executive Leather Armchair, Red",Furniture,Chairs,7322.68,293.5,18,5,14.4,4.01,7029.18,2012-10-04,2014-11-21,TT-21070,Ted Trevino,1,6,2756.34
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,12975.38,951.86,32,9,20.0,7.34,12023.52,2011-07-21,2014-11-14,TT-21070,Ted Trevino,1,6,2404.7
FUR-CH-10001220,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,178.2,-115.92,4,1,40.0,-65.05,294.12,2014-12-23,2014-12-23,SS-20590,Sonia Sunley,1,4,178.2
FUR-CH-10001237,"Hon Swivel Stool, Black",Furniture,Chairs,3192.16,637.96,22,5,10.0,19.99,2554.2,2011-08-15,2014-08-08,EH-14185,Evan Henry,1,9,1305.88
FUR-CH-10001262,"Novimex Bag Chairs, Red",Furniture,Chairs,618.93,-70.57,25,8,20.0,-11.4,689.5,2011-11-08,2013-06-10,PS-18760,Pamela Stobb,1,8,1145.28
FUR-CH-10001262,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,1288.44,257.58,9,2,0.0,19.99,1030.86,2012-05-08,2013-08-05,PS-18760,Pamela Stobb,1,8,1145.28
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,2389.12,336.38,34,8,16.25,14.08,2052.75,2011-03-01,2014-12-30,EM-13960,Eric Murdock,1,12,847.87
FUR-CH-10001270,"SAFCO Rocking Chair, Black",Furniture,Chairs,2278.66,662.94,31,5,12.0,29.09,1615.72,2011-08-02,2014-03-18,EM-13960,Eric Murdock,1,12,847.87
FUR-CH-10001271,"SAFCO Executive Leather Armchair, Red",Furniture,Chairs,5675.59,1088.77,14,4,10.0,19.18,4586.82,2012-12-27,2014-08-07,JS-16030,Joy Smith,1,7,2584.01
FUR-CH-10001278,"SAFCO Chairmat, Black",Furniture,Chairs,809.2,-172.52,18,5,16.0,-21.32,981.72,2012-08-03,2014-08-29,LF-17185,Luke Foster,1,7,361.56
FUR-CH-10001282,"Hon Bag Chairs, Adjustable",Furniture,Chairs,781.3,-74.8,35,10,22.0,-9.57,856.1,2011-07-09,2014-11-30,BT-11305,Beth Thompson,1,7,133.39
FUR-CH-10001313,"SAFCO Steel Folding Chair, Black",Furniture,Chairs,1957.08,697.08,28,7,12.14,35.62,1260.0,2011-09-02,2013-09-03,JK-15730,Joe Kamberova,1,8,499.68
FUR-CH-10001317,"Harbour Creations Rocking Chair, Red",Furniture,Chairs,88.25,-20.62,1,1,40.0,-23.36,108.87,2014-05-07,2014-05-07,BM-11785,Bryan Mills,1,1,88.25
FUR-CH-10001322,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,7536.66,852.0,18,6,14.5,11.3,6684.66,2012-04-13,2014-11-19,BV-11245,Benjamin Venier,1,4,1904.4
FUR-CH-10001332,"Hon Chairmat, Black",Furniture,Chairs,594.72,-52.08,21,3,20.0,-8.76,646.8,2012-04-20,2014-11-14,JF-15295,Jason Fortune-,1,9,2818.08
FUR-CH-10001332,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,6826.02,-375.98,25,5,16.0,-5.51,7202.0,2012-09-06,2014-12-02,JF-15295,Jason Fortune-,1,9,2818.08
FUR-CH-10001343,"SAFCO Swivel Stool, Set of Two",Furniture,Chairs,2541.5,564.98,26,6,10.0,22.23,1976.52,2011-06-14,2013-05-10,TP-21415,Tom Prescott,1,8,726.14
FUR-CH-10001347,"SAFCO Steel Folding Chair, Black",Furniture,Chairs,111.04,-163.86,5,1,60.0,-147.57,274.9,2012-07-31,2012-07-31,SL-20155,Sara Luxemburg,1,5,111.04
FUR-CH-10001374,"Novimex Steel Folding Chair, Black",Furniture,Chairs,1830.08,630.42,41,11,16.36,34.45,1199.66,2011-06-28,2014-11-04,VF-21715,Vicky Freymann,1,9,383.04
FUR-CH-10001382,"Office Star Chairmat, Red",Furniture,Chairs,1885.08,777.27,33,9,14.67,41.23,1107.81,2011-10-17,2014-11-04,JK-15325,Jason Klamczynski,1,7,414.67
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,5861.53,701.98,21,7,18.57,11.98,5159.55,2011-04-29,2014-12-25,SP-20860,Sung Pak,1,6,1684.75
FUR-CH-10001397,"SAFCO Chairmat, Set of Two",Furniture,Chairs,1169.4,322.05,21,7,11.57,27.54,847.35,2012-02-15,2014-11-12,HG-14845,Harry Greene,1,5,310.35
FUR-CH-10001414,"Hon Chairmat, Red",Furniture,Chairs,111.06,27.72,2,1,0.0,24.96,83.34,2012-04-26,2012-04-26,MK-18160,Mike Kennedy,1,2,111.06
FUR-CH-10001415,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,11765.48,3015.05,27,7,5.0,25.63,8750.43,2011-12-16,2014-11-25,SC-20695,Steve Chapman,1,7,2465.82
FUR-CH-10001423,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,2353.14,339.38,29,9,17.78,14.42,2013.76,2012-02-01,2014-12-09,BD-11770,Bryan Davis,1,5,482.2
FUR-CH-10001429,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,4963.94,-213.58,12,4,10.0,-4.3,5177.52,2011-06-02,2014-06-29,JH-15985,Joseph Holt,1,4,1484.54
FUR-CH-10001455,"Office Star Swivel Stool, Adjustable",Furniture,Chairs,4069.65,352.85,40,11,14.55,8.67,3716.8,2011-07-29,2014-05-16,AO-10810,Anthony O'Donnell,1,8,940.96
FUR-CH-10001465,"Hon Swivel Stool, Red",Furniture,Chairs,3446.47,1413.73,23,8,8.38,41.02,2032.74,2011-03-01,2014-10-18,AS-10045,Aaron Smayling,1,6,883.71
FUR-CH-10001477,"Novimex Chairmat, Black",Furniture,Chairs,1999.52,769.52,40,9,8.56,38.49,1230.0,2011-06-20,2014-06-11,PJ-18835,Patrick Jones,1,7,377.37
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,2200.46,-130.98,20,7,14.29,-5.95,2331.44,2011-03-22,2014-11-21,MH-18115,Mick Hernandez,1,5,458.43
FUR-CH-10001490,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,6320.08,1598.32,27,6,20.0,25.29,4721.76,2011-01-23,2013-07-12,KE-16420,Katrina Edelman,1,7,2147.6
FUR-CH-10001492,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,3069.6,969.84,12,5,20.0,31.59,2099.76,2013-02-26,2014-11-12,CB-12415,Christy Brittain,1,3,920.88
FUR-CH-10001536,"Harbour Creations Chairmat, Red",Furniture,Chairs,144.0,67.68,2,1,0.0,47.0,76.32,2013-05-21,2013-05-21,AH-10195,Alan Haines,1,3,144.1
FUR-CH-10001536,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,144.1,-111.68,3,1,60.0,-77.51,255.78,2011-02-26,2011-02-26,AH-10195,Alan Haines,1,3,144.1
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,1686.9,-36.47,18,6,15.0,-2.16,1723.38,2012-09-25,2014-10-11,BP-11290,Beth Paige,1,7,638.29
FUR-CH-10001553,"Hon Bag Chairs, Adjustable",Furniture,Chairs,876.58,133.18,20,3,10.0,15.19,743.4,2012-06-25,2013-08-21,KB-16585,Ken Black,1,10,428.76
FUR-CH-10001559,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,1836.0,238.68,4,1,0.0,13.0,1597.32,2011-05-14,2011-05-14,JM-15580,Jill Matthias,1,4,1836.0
FUR-CH-10001582,"Office Star Executive Leather Armchair, Black",Furniture,Chairs,6497.28,-3066.78,22,5,28.0,-47.2,9564.06,2011-11-02,2014-06-06,VM-21685,Valerie Mitchum,1,11,2570.86
